Part number;Mat;Fdn;d (mm);D (mm);Dd (mm);De (mm);Detol (mm);Dh (mm);Fn (N);Fntol (N);Lk (mm);L0 (mm);L0tol (mm);Ln (mm);sn (mm);S (mm);n (pc.);R (N/mm);Fndyn (N);Fndtol (N);Lndyn (mm);shdyn (mm);Gew (g);PG
VD-026Q;EN 10270-3-1.4310;Closed;0.25;1.2;0.7;1.45;0.08;1.8;3.504;0.51;7.42;9.4;0.43;6.12;3.28;0.474;18.5;1.069;3.175;0.51;6.43;1.16;0.03;D
VD-026Q-10;EN 10270-3-1.4310;Closed;0.3;3.7;2.9;4;0.2;4.5;2.601;0.34; ;5;0.3;1.75;3.25;2.43;1.75;0.8;2.535;0.36;1.83;0.7;0.0244;D
VD-026Q-11;EN 10270-3-1.4310;Closed;0.3;3.7;2.9;4;0.2;4.5;2.213;0.29; ;6;0.4;2.05;3.95;2.1;2.5;0.56;2.144;0.31;2.17;1.4;0.0292;D
VD-026R-01;EN 10270-3-1.4310;Closed;0.3;3.7;2.9;4;0.2;4.5;1.821;0.26; ;7;0.57;2.44;4.56;1.786;3.5;0.4;1.751;0.26;2.62;2.48;0.0357;D
VD-026R-02;EN 10270-3-1.4310;Closed;0.3;3.7;2.9;4;0.2;4.5;1.974;0.23; ;11;0.79;3.24;7.76;1.864;5.5;0.254;1.905;0.23;3.51;3.6;0.0487;D
VD-026R-03;EN 10270-3-1.4310;Closed;0.3;3.7;2.9;4;0.2;4.5;2.068;0.21; ;17;1.11;4.44;12.56;1.912;8.5;0.165;1.998;0.21;4.86;5.27;0.0682;D
VD-026R-04;EN 10270-3-1.4310;Closed;0.3;3.7;2.9;4;0.2;4.5;2.123;0.2;17.42;25;1.54;6.03;18.97;1.94;12.5;0.112;2.054;0.2;6.65;7.52;0.0942;D
VD-026R-05;EN 10270-3-1.4310;Closed;0.3;3.7;2.9;4;0.2;4.5;2.162;0.2;32.5;37;2.18;8.42;28.58;1.959;18.5;0.076;2.093;0.2;9.33;10.81;0.1331;D
VD-026R-10;EN 10270-3-1.4310;Closed;0.3;2.9;2.1;3.2;0.2;3.8;2.198;0.3; ;5;0.32;2.35;2.65;1.214;3.5;0.83;0.432;0.3;4.48;0.52;0.028;D
VD-026R-11;EN 10270-3-1.4310;Closed;0.3;2.9;2.1;3.2;0.2;3.8;2.432;0.27; ;7.7;0.44;3.1;4.6;1.264;5.5;0.528;2.33;0.27;3.29;2.18;0.0382;D
VD-026R-12;EN 10270-3-1.4310;Closed;0.3;2.9;2.1;3.2;0.2;3.8;2.662;0.25; ;12;0.62;4.21;7.79;1.324;8.5;0.342;2.557;0.25;4.52;3.04;0.0535;D
VD-026R-13;EN 10270-3-1.4310;Closed;0.3;2.9;2.1;3.2;0.2;3.8;2.743;0.24;10.22;17.5;0.85;5.7;11.8;1.34;12.5;0.232;2.639;0.24;6.15;4.3;0.0738;D
VD-026R-14;EN 10270-3-1.4310;Closed;0.3;2.9;2.1;3.2;0.2;3.8;2.838;0.23;21.98;26;1.21;7.93;18.07;1.365;18.5;0.157;2.733;0.23;8.6;6.06;0.1044;D
VD-026R-20;EN 10270-3-1.4310;Closed;0.3;2.2;1.5;2.5;0.1;2.8;0.97;0.39; ;2.8;0.2;2.29;0.51;0.586;3.5;1.902;0.799;0.39;2.38;0.42;0.0212;D
VD-026R-21;EN 10270-3-1.4310;Closed;0.3;2.2;1.5;2.5;0.1;2.8;1.818;0.36; ;4.5;0.27;3;1.5;0.682;5.5;1.21;1.634;0.36;3.15;1.35;0.029;D
VD-026R-22;EN 10270-3-1.4310;Closed;0.3;2.2;1.5;2.5;0.1;2.8;2.145;0.33; ;6.8;0.38;4.06;2.74;0.712;8.5;0.783;1.966;0.33;4.29;2.47;0.0405;D
VD-026R-23;EN 10270-3-1.4310;Closed;0.3;2.2;1.5;2.5;0.1;2.8;2.408;0.32; ;10;0.53;5.48;4.52;0.74;12.5;0.532;2.226;0.32;5.82;3.4;0.056;D
VD-026R-24;EN 10270-3-1.4310;Closed;0.3;2.2;1.5;2.5;0.1;2.8;2.59;0.31;10.26;14.8;0.75;7.6;7.2;0.759;18.5;0.36;2.411;0.31;8.1;4.77;0.0792;D
VD-026X;EN 10270-3-1.4310;Closed;0.3;3.3;2.6;3.6;0.2;4.1;2.761;0.23;7.1;18;0.91;4.7;13.3;1.816;9.5;0.208;2.678;0.23;5.1;3.51;0.0666;D
VD-027;EN 10270-3-1.4310;Closed;0.3;1.9;1.3;2.2;0.1;2.6;6.035;0.46;9.18;13;0.44;5.7;7.3;0.98;12.5;0.827;4.464;0.45;7.6;1.26;0.0484;D
VD-027A;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.976;0.38; ;5.5;0.4;1.87;3.63;2.686;1.75;0.819;2.9;0.4;1.96;0.75;0.03;D
VD-027B;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.76;0.33; ;7;0.5;2.19;4.81;2.48;2.5;0.573;2.682;0.35;2.32;1.25;0.0359;D
VD-028;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.411;0.29; ;8.5;0.62;2.61;5.89;2.2;3.5;0.41;2.335;0.29;2.8;2.28;0.0439;D
VD-028A;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.493;0.29; ;8.7;0.62;2.61;6.09;2.257;3.5;0.41;2.417;0.29;2.8;2.18;0.0439;D
VD-029;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.406;0.26; ;12.7;0.86;3.47;9.23;2.164;5.5;0.261;2.33;0.26;3.76;3.58;0.0599;D
VD-029A;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.51;0.26; ;13.1;0.86;3.47;9.63;2.236;5.5;0.261;2.435;0.26;3.76;3.39;0.0599;D
VD-030;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.437;0.24; ;19.2;1.21;4.75;14.45;2.165;8.5;0.169;2.361;0.24;5.2;5.44;0.0839;D
VD-030A;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;1.53;0.21; ;19.8;1.67;6.46;13.34;1.52;12.5;0.115;1.453;0.21;7.13;11.93;0.1158;D
VD-030B;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.539;0.23;21.09;28.6;1.67;6.46;22.14;2.224;12.5;0.115;2.462;0.23;7.13;7.56;0.1158;D
VD-031;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.574;0.23;21.5;28.9;1.67;6.46;22.44;2.248;12.5;0.115;2.497;0.23;7.13;7.41;0.1158;D
VD-032;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.525;0.22;36.96;41.6;2.37;9.02;32.58;2.205;18.5;0.077;2.448;0.22;10.01;11.42;0.1638;D
VD-032A;EN 10270-3-1.4310;Closed;0.32;4;3.2;4.32;0.2;4.8;2.548;0.22;37.29;41.9;2.37;9.02;32.88;2.222;18.5;0.077;2.471;0.22;10.01;11.25;0.1638;D
VD-033;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;2.864;0.33; ;6.1;0.36;2.52;3.58;1.514;3.5;0.8;2.752;0.33;2.66;1.48;0.0352;D
VD-033A;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;3.024;0.33; ;6.3;0.36;2.52;3.78;1.571;3.5;0.8;2.912;0.33;2.66;1.38;0.0352;D
VD-034;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;2.943;0.3; ;9.1;0.49;3.32;5.78;1.509;5.5;0.509;2.831;0.29;3.54;2.25;0.0479;D
VD-034A;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;3.095;0.3; ;9.4;0.49;3.32;6.08;1.564;5.5;0.509;2.983;0.3;3.54;2.1;0.0479;D
VD-035;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;3.024;0.27; ;13.7;0.69;4.52;9.18;1.518;8.5;0.329;2.912;0.27;4.86;3.36;0.0671;D
VD-035A;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;3.123;0.28; ;14;0.69;4.52;9.48;1.553;8.5;0.329;3.011;0.27;4.86;3.21;0.0671;D
VD-036;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;2.997;0.26;11.62;19.5;0.96;6.12;13.38;1.496;12.5;0.224;2.885;0.26;6.62;4.99;0.0927;D
VD-036A;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;3.132;0.26;12.67;20.1;0.96;6.12;13.98;1.544;12.5;0.224;3.02;0.26;6.62;4.69;0.0927;D
VD-037;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;3.039;0.25;24.15;28.6;1.36;8.52;20.08;1.503;18.5;0.151;2.927;0.25;9.26;7.27;0.131;D
VD-037A;EN 10270-3-1.4310;Closed;0.32;3.2;2.4;3.52;0.2;4;3.145;0.25;24.98;29.3;1.36;8.52;20.78;1.541;18.5;0.151;3.033;0.25;9.26;6.92;0.131;D
VD-038;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.264;0.43; ;4.4;0.23;2.45;1.95;1.029;3.5;1.678;3.087;0.43;2.56;0.96;0.0275;D
VD-038A;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.767;0.44; ;4.7;0.23;2.45;2.25;1.114;3.5;1.678;3.59;0.44;2.56;0.81;0.0275;D
VD-039;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.505;0.39; ;6.5;0.31;3.22;3.28;1.036;5.5;1.068;3.32;0.38;3.39;1.4;0.0374;D
VD-039A;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.825;0.39; ;6.8;0.31;3.22;3.58;1.091;5.5;1.068;3.641;0.39;3.39;1.25;0.0374;D
VD-040;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.55;0.36; ;9.5;0.44;4.36;5.14;1.024;8.5;0.691;3.371;0.35;4.62;2.13;0.0524;D
VD-040A;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.896;0.36; ;10;0.44;4.36;5.64;1.082;8.5;0.691;3.717;0.36;4.62;1.88;0.0524;D
VD-041;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.624;0.34;5.25;13.6;0.61;5.89;7.71;1.024;12.5;0.47;3.443;0.34;6.27;3.06;0.0724;D
VD-041A;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.906;0.34;6.96;14.2;0.61;5.89;8.31;1.072;12.5;0.47;3.725;0.4;6.27;2.76;0.0724;D
VD-042;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.627;0.33;15.48;19.6;0.86;8.17;11.43;1.016;18.5;0.317;3.447;0.32;8.74;4.56;0.1024;D
VD-042A;EN 10270-3-1.4310;Closed;0.32;2.5;1.9;2.82;0.1;3.1;3.944;0.33;16.74;20.6;0.86;8.17;12.43;1.07;18.5;0.317;3.764;0.33;8.74;4.04;0.1024;D
VD-042B;EN 10270-3-1.4310;Closed;0.32;2;1.4;2.32;0.1;2.6;4.202;0.63; ;3.7;0.17;2.42;1.28;0.829;3.5;3.277;3.899;0.62;2.51;0.56;0.022;D
VD-042C;EN 10270-3-1.4310;Closed;0.32;2;1.4;2.32;0.1;2.6;4.464;0.56; ;5.3;0.23;3.16;2.14;0.818;5.5;2.085;4.17;0.56;3.3;0.82;0.03;D
VD-042D;EN 10270-3-1.4310;Closed;0.32;2;1.4;2.32;0.1;2.6;4.626;0.52; ;7.7;0.33;4.27;3.43;0.812;8.5;1.349;4.331;0.51;4.49;1.2;0.0419;D
VD-042E;EN 10270-3-1.4310;Closed;0.32;2;1.4;2.32;0.1;2.6;4.721;0.49;4.23;10.9;0.46;5.75;5.15;0.808;12.5;0.918;4.432;0.49;6.07;1.71;0.0579;D
VD-042F;EN 10270-3-1.4310;Closed;0.32;2;1.4;2.32;0.1;2.6;4.725;0.47;12.28;15.6;0.65;7.98;7.62;0.8;18.5;0.62;4.433;0.47;8.45;2.54;0.0819;D
VD-042F-01;EN 10270-3-1.4310;Closed;0.32;1.6;1;1.92;0.08;2.2;4.518;0.97; ;3.1;0.14;2.39;0.71;0.657;3.5;6.4;4.032;0.96;2.47;0.39;0.0176;D
VD-042F-02;EN 10270-3-1.4310;Closed;0.32;1.6;1;1.92;0.08;2.2;5.205;0.87; ;4.4;0.19;3.12;1.28;0.655;5.5;4.073;4.724;0.86;3.24;0.52;0.024;D
VD-042F-03;EN 10270-3-1.4310;Closed;0.32;1.6;1;1.92;0.08;2.2;5.497;0.8; ;6.3;0.27;4.21;2.09;0.647;8.5;2.635;5.007;0.79;4.4;0.75;0.0336;D
VD-042F-04;EN 10270-3-1.4310;Closed;0.32;1.6;1;1.92;0.08;2.2;5.43;0.75;3.3;8.7;0.37;5.67;3.03;0.632;12.5;1.792;4.928;0.75;5.95;1.13;0.0463;D
VD-042F-05;EN 10270-3-1.4310;Closed;0.32;1.6;1;1.92;0.08;2.2;5.674;0.73;9.85;12.54;0.53;7.85;4.69;0.635;18.5;1.211;5.182;0.72;8.26;1.57;0.0655;D
VD-042F-08;EN 10270-3-1.4310;Closed;0.4;6.6;5.7;7;0.35;7.9;3.581;0.5; ;10.5;0.9;2.46;8.04;5.378;1.75;0.445;3.504;0.52;2.63;1.6;0.0772;E
VD-042F-09;EN 10270-3-1.4310;Closed;0.4;6.6;5.7;7;0.35;7.9;3.525;0.4; ;15.5;1.1;3.06;12.44;5.354;2.75;0.283;3.445;0.44;3.34;2.55;0.0978;E
VD-042F-10;EN 10270-3-1.4310;Closed;0.4;6.6;5.7;7;0.35;7.9;3.498;0.4; ;20.5;1.3;3.66;16.84;5.333;3.75;0.208;3.407;0.4;4.1;3.55;0.1184;E
VD-042G;EN 10270-3-1.4310;Closed;0.4;6.6;5.7;7;0.35;7.9;3.651;0.38; ;25.2;1.85;4.12;21.08;5.378;4.5;0.173;3.515;0.37;4.9;4.6;0.1339;E
VD-042H;EN 10270-3-1.4310;Closed;0.4;6.6;5.7;7;0.35;7.9;3.653;0.35;13.47;35.8;2.44;5.32;30.48;5.354;6.5;0.12;3.518;0.35;6.45;6.6;0.1751;E
VD-042J;EN 10270-3-1.4310;Closed;0.4;6.6;5.7;7;0.35;7.9;3.656;0.32;47.41;57;3.6;7.74;49.26;5.333;10.5;0.074;3.528;0.32;9.45;10.69;0.2575;E
VD-042J-01;EN 10270-3-1.4310;Closed;0.4;5.6;4.8;6;0.25;6.6;3.48;0.41; ;12.9;0.99;3.35;9.55;3.4;3.5;0.364;3.378;0.41;3.63;3.5;0.0961;E
VD-042J-02;EN 10270-3-1.4310;Closed;0.4;5.6;4.8;6;0.25;6.6;3.556;0.37; ;19.8;1.37;4.47;15.33;3.418;5.5;0.232;3.455;0.37;4.9;5.33;0.1311;E
VD-042J-03;EN 10270-3-1.4310;Closed;0.4;5.6;4.8;6;0.25;6.6;3.611;0.34;10.73;30.2;1.92;6.14;24.06;3.435;8.5;0.15;3.51;0.34;6.81;8.06;0.1835;E
VD-042J-04;EN 10270-3-1.4310;Closed;0.4;5.6;4.8;6;0.25;6.6;3.646;0.33;34.92;44.1;2.67;8.37;35.73;3.448;12.5;0.102;3.545;0.33;9.36;11.69;0.2534;E
VD-042J-05;EN 10270-3-1.4310;Closed;0.4;5.6;4.8;6;0.25;6.6;3.653;0.32;58.93;64.7;3.77;11.72;52.98;3.443;18.5;0.069;3.553;0.31;13.17;17.21;0.3582;E
VD-043;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.703;0.43; ;10.5;0.73;3.27;7.23;2.714;3.5;0.512;3.584;0.43;3.5;2.91;0.0858;E
VD-043A;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.908;0.43; ;10.9;0.73;3.27;7.63;2.829;3.5;0.512;3.789;0.43;3.5;2.71;0.0858;E
VD-044;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.703;0.38; ;15.7;1;4.34;11.36;2.673;5.5;0.326;3.584;0.38;4.7;4.57;0.117;E
VD-044A;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.931;0.39; ;16.4;1;4.34;12.06;2.8;5.5;0.326;2.835;0.38;7.7;5.71;0.117;E
VD-045;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.745;0.35; ;23.7;1.41;5.94;17.76;2.671;8.5;0.211;3.624;0.35;6.51;5.97;0.1638;E
VD-045A;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.956;0.36; ;24.7;1.41;5.94;18.76;2.788;8.5;0.211;3.835;0.36;6.51;6.47;0.1638;E
VD-046;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.631;0.34;22.96;33.4;1.95;8.07;25.33;2.592;12.5;0.143;3.511;0.33;8.91;10.68;0.2262;E
VD-046A;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;2.143;0.3;22.96;33.4;2.77;11.27;22.13;1.751;18.5;0.097;2.024;0.3;12.51;20.8;0.3199;E
VD-046B;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.975;0.34;26.43;35.8;1.95;8.07;27.73;2.784;12.5;0.143;3.855;0.34;8.91;9.49;0.2262;E
VD-047;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.877;0.33;45.4;51.3;2.77;11.27;40.03;2.719;18.5;0.097;3.757;0.32;12.51;14.47;0.3199;E
VD-047A;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.018;0.31;45.4;51.3;3.31;13.41;37.89;2.236;22.5;0.08;2.898;0.31;14.91;22.9;0.3823;E
VD-047B;EN 10270-3-1.4310;Closed;0.4;5;4.1;5.4;0.25;6;3.984;0.33;46.65;52.4;2.77;11.27;41.13;2.778;18.5;0.097;3.864;0.33;12.51;13.93;0.3199;E
VD-047C;EN 10270-3-1.4310;Closed;0.4;4.6;3.8;5;0.23;5.6;3.605;0.44; ;8.7;0.58;3.22;5.48;2.2;3.5;0.658;3.465;0.44;3.43;2.74;0.079;F
VD-047D;EN 10270-3-1.4310;Closed;0.4;4.6;3.8;5;0.23;5.6;3.951;0.4; ;13.7;0.81;4.26;9.44;2.309;5.5;0.418;3.816;0.4;4.58;3.9;0.1077;F
VD-047E;EN 10270-3-1.4310;Closed;0.4;4.6;3.8;5;0.23;5.6;4.166;0.37; ;21.2;1.13;5.81;15.39;2.376;8.5;0.271;4.029;0.37;6.32;5.62;0.1507;F
VD-047F;EN 10270-3-1.4310;Closed;0.4;4.6;3.8;5;0.23;5.6;4.291;0.35;21.83;31.2;1.57;7.89;23.31;2.416;12.5;0.184;4.153;0.35;8.64;7.94;0.2081;F
VD-047G;EN 10270-3-1.4310;Closed;0.4;4.6;3.8;5;0.23;5.6;4.378;0.34;40.64;46.2;2.22;11.01;35.19;2.443;18.5;0.124;4.241;0.34;12.11;11.45;0.2943;F
VD-048;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.35;0.49; ;7.5;0.42;3.15;4.35;1.857;3.5;1;4.17;0.48;3.33;1.91;0.0687;E
VD-048A;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.75;0.49; ;7.9;0.42;3.15;4.75;1.971;3.5;1;4.57;0.49;3.33;1.72;0.0687;E
VD-049;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.486;0.44; ;11.2;0.58;4.15;7.05;1.855;5.5;0.636;4.308;0.43;4.43;2.9;0.0936;E
VD-049A;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.805;0.44; ;11.7;0.58;4.15;7.55;1.945;5.5;0.636;4.626;0.44;4.43;2.65;0.0936;E
VD-050;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.509;0.4; ;16.6;0.81;5.65;10.95;1.835;8.5;0.412;4.332;0.4;6.08;4.45;0.1311;E
VD-050A;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.879;0.41; ;17.5;0.81;5.65;11.85;1.941;8.5;0.412;4.702;0.41;6.08;4;0.1311;E
VD-051;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.606;0.38;14.02;24.1;1.12;7.65;16.45;1.848;12.5;0.28;4.43;0.38;8.28;6.37;0.181;E
VD-051A;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;2.545;0.34;14.02;24.1;1.59;10.65;13.45;1.249;18.5;0.189;2.369;0.34;11.58;12.5;0.2559;E
VD-051B;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.886;0.38;15.79;25.1;1.12;7.65;17.45;1.928;12.5;0.28;4.71;0.39;8.28;5.88;0.181;E
VD-052;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.701;0.37;29.88;35.5;1.59;10.65;24.85;1.865;18.5;0.189;4.525;0.37;11.58;9.19;0.2559;E
VD-052A;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;3.554;0.35;29.88;35.5;1.9;12.65;22.85;1.533;22.5;0.156;3.379;0.35;13.78;14.79;0.3058;E
VD-052B;EN 10270-3-1.4310;Closed;0.4;4;3.2;4.4;0.2;4.9;4.909;0.38;31.19;36.6;1.59;10.65;25.95;1.924;18.5;0.189;4.734;0.37;11.58;8.65;0.2559;E
VD-052C;EN 10270-3-1.4310;Closed;0.4;3.6;2.8;4;0.2;4.5;4.513;0.53; ;6.4;0.34;3.11;3.29;1.543;3.5;1.372;4.294;0.53;3.27;1.63;0.0618;F
VD-052D;EN 10270-3-1.4310;Closed;0.4;3.6;2.8;4;0.2;4.5;4.812;0.48; ;9.6;0.46;4.09;5.51;1.564;5.5;0.873;4.6;0.48;4.33;2.38;0.0843;F
VD-052E;EN 10270-3-1.4310;Closed;0.4;3.6;2.8;4;0.2;4.5;4.997;0.45; ;14.4;0.65;5.55;8.85;1.576;8.5;0.565;4.784;0.44;5.93;3.52;0.118;F
VD-052F;EN 10270-3-1.4310;Closed;0.4;3.6;2.8;4;0.2;4.5;5.105;0.42;10.83;20.8;0.9;7.51;13.29;1.584;12.5;0.384;4.893;0.42;8.06;5.04;0.1629;F
VD-052G;EN 10270-3-1.4310;Closed;0.4;3.6;2.8;4;0.2;4.5;5.18;0.41;25.02;30.4;1.28;10.44;19.96;1.589;18.5;0.26;4.967;0.41;11.26;7.29;0.2303;F
VD-053;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;4.933;0.61; ;5.6;0.27;3.07;2.53;1.314;3.5;1.953;4.668;0.61;3.21;1.28;0.0549;E
VD-053A;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;5.714;0.63; ;6;0.27;3.07;2.93;1.429;3.5;1.953;5.449;0.62;3.21;1.08;0.0549;E
VD-054;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;5.306;0.55; ;8.3;0.38;4.03;4.27;1.327;5.5;1.243;5.034;0.55;4.25;1.87;0.0749;E
VD-054A;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;5.803;0.56; ;8.7;0.8;4.03;4.67;1.4;5.5;1.243;5.531;0.56;4.25;1.67;0.0749;E
VD-055;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;5.415;0.51; ;12.2;0.53;5.47;6.73;1.318;8.5;0.804;5.147;0.51;5.8;2.82;0.1049;E
VD-055A;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;5.898;0.52; ;12.8;0.53;5.47;7.33;1.388;8.5;0.804;5.63;0.51;5.8;2.52;0.1049;E
VD-056;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;5.48;0.49;6.63;17.4;0.74;7.38;10.02;1.312;12.5;0.547;5.212;0.48;7.87;4.08;0.1448;E
VD-056A;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;2.642;0.43;6.63;17.4;1.04;10.25;7.15;0.886;18.5;0.37;2.376;0.42;10.97;6.43;0.2047;E
VD-056B;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;5.972;0.49;9.2;18.3;0.74;7.38;10.92;1.384;12.5;0.547;5.704;0.49;7.87;3.64;0.1448;E
VD-057;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;5.524;0.47;19.96;25.2;1.04;10.25;14.95;1.308;18.5;0.37;5.254;0.46;10.98;5.98;0.2047;E
VD-057A;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;3.961;0.44;19.96;25.2;1.24;12.16;13.04;1.076;22.5;0.304;3.691;0.43;13.05;9.83;0.2447;E
VD-057B;EN 10270-3-1.4310;Closed;0.4;3.2;2.5;3.6;0.15;4;6.004;0.48;21.59;26.5;1.04;10.25;16.25;1.378;18.5;0.37;5.735;0.47;10.98;5.33;0.2047;E
VD-057C;EN 10270-3-1.4310;Closed;0.4;2.8;2.1;3.2;0.15;3.5;6.312;0.59;4.8;15;0.61;7.27;7.73;1.12;12.5;0.816;5.959;0.59;7.7;2.97;0.1267;E
VD-057D;EN 10270-3-1.4310;Closed;0.4;2.8;2.1;3.2;0.15;3.5;6.138;0.58;11.76;18;0.74;8.68;9.32;1.097;15.5;0.658;5.787;0.57;9.21;3.82;0.1529;E
VD-057E;EN 10270-3-1.4310;Closed;0.4;2.8;2.1;3.2;0.15;3.5;6.021;0.57;16.09;21;0.86;10.08;10.92;1.081;18.5;0.552;5.665;0.56;10.73;4.66;0.1791;E
VD-058;EN 10270-3-1.4310;Closed;0.4;2.7;1.9;3.1;0.15;3.4;6.17;0.64; ;12;0.5;6.31;5.69;1.048;10.5;1.084;5.788;0.63;6.66;2.46;0.1053;E
VD-059;EN 10270-3-1.4310;Closed;0.4;2.5;1.8;2.9;0.1;3.2;5.235;0.91; ;4.3;0.2;3.02;1.28;0.943;3.5;4.096;4.792;0.9;3.13;0.86;0.0429;E
VD-059A;EN 10270-3-1.4310;Closed;0.4;2.5;1.8;2.9;0.1;3.2;6.873;0.93; ;4.7;0.2;3.02;1.68;1.057;3.5;4.096;6.431;0.92;3.13;0.66;0.0429;E
VD-060;EN 10270-3-1.4310;Closed;0.4;2.5;1.8;2.9;0.1;3.2;6.128;0.82; ;6.3;0.27;3.95;2.35;0.964;5.5;2.607;5.682;0.81;4.12;1.18;0.0585;F
VD-060A;EN 10270-3-1.4310;Closed;0.4;2.5;1.8;2.9;0.1;3.2;7.171;0.83; ;6.7;0.27;3.95;2.75;1.036;5.5;2.607;6.725;0.82;4.12;0.98;0.0585;F
VD-061;EN 10270-3-1.4310;Closed;0.4;2.5;1.8;2.9;0.1;3.2;6.174;0.75; ;9;0.39;5.34;3.66;0.941;8.5;1.687;5.718;0.74;5.61;1.81;0.0819;F
VD-061A;EN 10270-3-1.4310;Closed;0.4;2.5;1.8;2.9;0.1;3.2;7.186;0.76; ;9.6;0.39;5.34;4.26;1.012;8.5;1.687;6.729;0.76;5.61;1.51;0.0819;E
